playoff,year,tmID,lost,o_reb,home_win_pct,away_win_pct,conf_win_rate,scoring_efficiency,reb_efficiency,defensive_pts_efficiency,def_reb_efficiency,off_reb_efficiency,ast_to_ratio,steals_per_game,blocks_per_game,playoff_win_pct
Y,2,UTA,13,1070,0.5625,0.625,0.5238095238095238,1.1936181719848566,0.578691184424013,68.5,0.492914979757085,0.578691184424013,1.0628803245436105,6.3125,4.875,0.0
Y,3,UTA,12,1068,0.75,0.5,0.5714285714285714,1.2653061224489797,0.5588697017268446,73.25,0.4866956942428641,0.5588697017268446,0.9157088122605364,7.125,5.5625,0.0
Y,1,WAS,18,946,0.4375,0.4375,0.6190476190476191,1.2002206287920574,0.5217870932156646,69.40625,0.4858666666666666,0.5217870932156646,1.0296442687747036,7.65625,3.9375,0.0
N,2,WAS,22,1055,0.5,0.125,0.1904761904761904,1.0067885117493474,0.5509138381201044,64.84375,0.5491002570694088,0.5509138381201044,0.8565656565656565,8.03125,3.96875,0.0
Y,3,WAS,15,1038,0.5625,0.5,0.5714285714285714,1.117801047120419,0.543455497382199,66.125,0.5197057277982133,0.543455497382199,1.134065934065934,6.90625,2.9375,0.0
N,4,WAS,25,1085,0.1764705882352941,0.3529411764705882,0.2916666666666667,1.063441350981287,0.4952076677316294,73.47058823529412,0.5484505656665027,0.4952076677316294,1.229437229437229,6.264705882352941,2.911764705882353,0.0
Y,5,WAS,17,1063,0.6470588235294118,0.3529411764705882,0.45,1.113505747126437,0.5090996168582376,70.11764705882354,0.5494287133631396,0.5090996168582376,1.1014150943396226,7.5,3.764705882352941,0.0
N,6,WAS,18,943,0.5882352941176471,0.3529411764705882,0.45,1.1498983739837398,0.4791666666666667,67.79411764705883,0.5470085470085471,0.4791666666666667,1.1885057471264369,7.647058823529412,2.235294117647059,0.0
Y,7,WAS,16,1100,0.7647058823529411,0.2941176470588235,0.6,1.2492041837198726,0.5002273760800364,78.1470588235294,0.4952426260704091,0.5002273760800364,1.064695009242144,9.0,3.323529411764706,0.0
N,8,WAS,18,1118,0.4705882352941176,0.4705882352941176,0.4,1.1912442396313363,0.5152073732718894,77.61764705882354,0.5451263537906137,0.5152073732718894,0.8266199649737302,8.294117647058824,3.911764705882353,0.0
N,9,WAS,24,1132,0.3529411764705882,0.2352941176470588,0.3,1.111215391834819,0.5312060065696856,76.5,0.521469465648855,0.5312060065696856,0.7582417582417582,7.088235294117647,2.735294117647059,0.0
Y,10,WAS,18,1191,0.6470588235294118,0.2941176470588235,0.4545454545454545,1.1723356009070294,0.5401360544217687,77.11764705882354,0.5086996336996337,0.5401360544217687,0.7462932454695222,9.235294117647058,3.4705882352941178,0.0
