playoff,year,tmID,lost,o_reb,home_win_pct,away_win_pct,conf_win_rate,scoring_efficiency,reb_efficiency,defensive_pts_efficiency,def_reb_efficiency,off_reb_efficiency,ast_to_ratio,steals_per_game,blocks_per_game,playoff_win_pct
Y,9,SAS,10,1093,0.8823529411764706,0.5294117647058824,0.5,1.2240384615384616,0.5254807692307693,71.11764705882354,0.5310435931307794,0.5254807692307693,1.1447619047619049,8.0,4.411764705882353,0.0
Y,10,SAS,19,1049,0.5882352941176471,0.2941176470588235,0.5,1.1940639269406392,0.4789954337899543,78.26470588235294,0.5212812637121544,0.4789954337899543,1.174852652259332,7.558823529411764,3.411764705882353,0.0
N,1,SEA,26,793,0.25,0.125,0.1904761904761904,1.047126436781609,0.4557471264367816,67.84375,0.5862870424171993,0.4557471264367816,0.7428571428571429,7.96875,2.90625,0.0
N,2,SEA,22,891,0.3125,0.3125,0.2857142857142857,1.054914881933004,0.4892915980230642,64.0,0.6011428571428571,0.4892915980230642,0.9559164733178654,8.53125,3.96875,0.0
Y,3,SEA,15,995,0.625,0.4375,0.4761904761904761,1.1232032854209446,0.5107802874743327,65.71875,0.533003300330033,0.5107802874743327,1.0775681341719077,8.8125,4.71875,0.0
N,4,SEA,16,1074,0.7647058823529411,0.2941176470588235,0.4583333333333333,1.1677261613691932,0.5251833740831295,66.88235294117646,0.510544384502207,0.5251833740831295,1.178494623655914,6.823529411764706,4.0588235294117645,0.0
Y,5,SEA,14,1059,0.7647058823529411,0.4117647058823529,0.5909090909090909,1.2034567901234567,0.522962962962963,66.58823529411765,0.4937154348919055,0.522962962962963,1.1062124248496994,8.882352941176471,3.852941176470588,0.0
Y,6,SEA,14,1099,0.8235294117647058,0.3529411764705882,0.5909090909090909,1.2090997095837366,0.531945788964182,70.79411764705883,0.4715672676837725,0.531945788964182,1.007751937984496,5.911764705882353,4.647058823529412,0.0
Y,7,SEA,16,1148,0.5294117647058824,0.5294117647058824,0.5,1.2448210922787193,0.5404896421845574,75.73529411764706,0.4648331830477908,0.5404896421845574,0.9017543859649124,6.823529411764706,3.735294117647059,0.0
Y,8,SEA,17,1164,0.7058823529411765,0.2941176470588235,0.5,1.23710407239819,0.5266968325791855,77.8529411764706,0.4713485566566135,0.5266968325791855,1.0,7.117647058823529,4.441176470588236,0.0
Y,9,SEA,12,1162,0.9411764705882352,0.3529411764705882,0.65,1.1803977272727273,0.5501893939393939,70.76470588235294,0.5046210720887245,0.5501893939393939,1.0076045627376429,7.911764705882353,4.117647058823529,0.0
Y,10,SEA,14,1104,0.7647058823529411,0.4117647058823529,0.65,1.2022684310018903,0.5217391304347826,72.82352941176471,0.5013953488372093,0.5217391304347826,0.9657657657657658,8.117647058823529,4.411764705882353,0.0
N,1,UTA,14,1080,0.75,0.375,0.6190476190476191,1.2726793248945147,0.569620253164557,75.21875,0.4638492871690428,0.569620253164557,0.9595588235294118,6.6875,4.90625,0.0
