playerID,year,tmID,fgRate,ftRate,threeRate
arcaija01w,6,HOU,0.42105263157894735,0.8829787234042553,0.1875
askamma01w,1,MIA,0.40669856459330145,0.6837606837606838,0.5
askamma01w,2,MIA,0.4827586206896552,0.5625,
askamma01w,3,LAS,0.4727272727272727,0.6428571428571429,0.0
askamma01w,3,MIA,0.4,0.2727272727272727,
atkinla01w,7,IND,0.4367816091954023,0.46153846153846156,0.29411764705882354
atkinla01w,8,SAC,0.46808510638297873,0.7368421052631579,0.0
atkinla01w,9,SAC,0.375,0.5,0.0
atkinla01w,10,SEA,0.25,0.5,0.0
atunrmo01w,9,SAS,0.27586206896551724,0.6875,0.2926829268292683
augusse01w,7,MIN,0.45645161290322583,0.896969696969697,0.35294117647058826
augusse01w,8,MIN,0.5077186963979416,0.8728323699421965,0.41935483870967744
augusse01w,9,MIN,0.46975806451612906,0.8898305084745762,0.31746031746031744
augusse01w,10,MIN,0.5697674418604651,0.9047619047619048,0.6428571428571429
aycocan01w,1,MIN,,,
aycocan01w,1,SEA,0.0,,0.0
azizle01w,4,IND,0.2857142857142857,0.5,
azzije01w,1,UTA,0.4519230769230769,0.9302325581395349,0.4166666666666667
azzije01w,2,UTA,0.4076086956521739,0.9166666666666666,0.5135135135135135
azzije01w,3,UTA,0.4595959595959596,0.7980769230769231,0.44565217391304346
azzije01w,4,SAS,0.4028436018957346,0.7846153846153846,0.4020618556701031
badertr01w,1,CLE,0.3541666666666667,0.8333333333333334,0.3333333333333333
badertr01w,2,CLE,0.4,,0.38461538461538464
badertr01w,3,CLE,0.15384615384615385,0.8333333333333334,0.07142857142857142
bakersh01w,7,NYL,0.38645418326693226,0.8571428571428571,0.2727272727272727
bakersh01w,8,LAS,0.328125,0.8333333333333334,0.21212121212121213
bakersh01w,8,NYL,1.0,,1.0
bakersh01w,9,IND,0.32432432432432434,0.7352941176470589,0.0
bakersh01w,10,DET,0.6666666666666666,1.0,
balesal01w,8,IND,0.5714285714285714,0.875,
balesal01w,9,ATL,0.40540540540540543,0.6774193548387096,0.3333333333333333
balesal01w,9,IND,0.3888888888888889,0.7777777777777778,0.4
banchrh01w,1,SAC,0.2857142857142857,0.5,0.0
baranel01w,2,MIA,0.42727272727272725,0.9295774647887324,0.375
baranel01w,4,NYL,0.4163424124513619,0.8857142857142857,0.3626373626373626
baranel01w,5,NYL,0.4634920634920635,0.9245283018867925,0.4608695652173913
baranel01w,6,NYL,0.4406779661016949,0.8545454545454545,0.38823529411764707
barksla01w,2,POR,0.1,,0.0
barksla01w,3,POR,0.3564356435643564,0.8846153846153846,0.22727272727272727
barksla01w,4,SAS,0.26582278481012656,1.0,0.28846153846153844
barnead01w,1,CLE,0.6,0.5,0.0
barnead01w,2,CLE,1.0,,
barnead01w,3,SEA,0.3333333333333333,0.5172413793103449,0.25
barnead01w,4,SEA,0.38095238095238093,0.5714285714285714,0.3870967741935484
barnead01w,5,SEA,0.30434782608695654,0.7096774193548387,0.5
barnequ01w,1,SEA,0.41784037558685444,0.5357142857142857,0.1111111111111111
barnequ01w,2,SEA,0.3898305084745763,0.7777777777777778,1.0
barnequ01w,3,PHO,0.0,0.75,
batkosu01w,6,SEA,0.4367816091954023,0.7758620689655172,0.2857142857142857
batkosu01w,10,SEA,0.4883720930232558,0.25,0.2727272727272727
batteja01w,6,MIN,0.0,,
batteja01w,7,DET,0.2777777777777778,0.5714285714285714,0.14285714285714285
battlas01w,6,SEA,0.5,,
battlas01w,7,NYL,0.3829787234042553,0.8,0.32608695652173914
battlas01w,8,NYL,0.36475409836065575,0.7758620689655172,0.3118279569892473
battlas01w,9,NYL,0.37755102040816324,0.72,0.36666666666666664
battlas01w,10,NYL,0.42567567567567566,0.6956521739130435,0.41304347826086957
bauerca01w,1,CHA,0.4027777777777778,0.8571428571428571,0.0
bauerca01w,2,WAS,0.29411764705882354,0.5,0.0
bauerca01w,3,SAC,0.2982456140350877,0.6,
beardal01w,5,WAS,0.41842105263157897,0.7181208053691275,0.375
beardal01w,6,WAS,0.3799019607843137,0.7619047619047619,0.31683168316831684
beardal01w,7,WAS,0.4946695095948827,0.7583892617449665,0.3627450980392157
beardal01w,8,WAS,0.4155844155844156,0.8466666666666667,0.3219178082191781
beardal01w,9,WAS,0.39451476793248946,0.7328767123287672,0.3541666666666667
beardal01w,10,WAS,0.4292237442922374,0.7368421052631579,0.29906542056074764
beckki01w,9,SEA,0.4444444444444444,0.8333333333333334,0.6666666666666666
bennije01w,6,IND,0.375,0.75,0.0
berezva01w,9,SAS,0.0,,0.0
berthlu01w,3,CLE,0.42857142857142855,0.5,0.0
berthlu01w,4,CLE,0.5192307692307693,0.6521739130434783,0.0
berthlu01w,5,HOU,0.35294117647058826,0.7222222222222222,
beviltu01w,1,POR,0.35714285714285715,0.7777777777777778,0.2833333333333333
beviltu01w,2,POR,0.3277310924369748,0.7323943661971831,0.3150684931506849
beviltu01w,3,POR,0.4098360655737705,0.6551724137931034,0.4166666666666667
beviltu01w,4,SEA,0.3333333333333333,0.7619047619047619,0.38095238095238093
beviltu01w,5,SEA,0.4,0.6896551724137931,0.4230769230769231
beviltu01w,6,IND,0.3888888888888889,0.5454545454545454,0.3793103448275862
beviltu01w,7,IND,0.41081081081081083,0.7169811320754716,0.3113207547169811
beviltu01w,8,IND,0.44,0.6818181818181818,0.3707865168539326
beviltu01w,9,IND,0.4050632911392405,0.6071428571428571,0.33707865168539325
beviltu01w,10,IND,0.3756906077348066,0.6666666666666666,0.34579439252336447
bibbyje01w,1,NYL,0.16666666666666666,0.8461538461538461,0.3333333333333333
bibrzag01w,5,SAS,0.36423841059602646,0.8846153846153846,0.30952380952380953
bibrzag01w,7,SAS,0.4180064308681672,0.8679245283018868,0.3503184713375796
birdsu01w,3,SEA,0.4026666666666667,0.9107142857142857,0.4014084507042254
birdsu01w,4,SEA,0.421195652173913,0.8840579710144928,0.35
birdsu01w,5,SEA,0.46319018404907975,0.8588235294117647,0.4383561643835616
birdsu01w,6,SEA,0.4421768707482993,0.855072463768116,0.4368932038834951
birdsu01w,7,SEA,0.4114114114114114,0.8676470588235294,0.3660130718954248
birdsu01w,8,SEA,0.427536231884058,0.8461538461538461,0.3383458646616541
birdsu01w,9,SEA,0.441025641025641,0.8705882352941177,0.34306569343065696
birdsu01w,10,SEA,0.40848806366047746,0.8536585365853658,0.36
bjorkte01w,5,CHA,0.3333333333333333,,
blackch01w,10,CON,0.3804347826086957,0.627906976744186,0.0
blackde01w,1,MIA,0.38,0.6904761904761905,0.21428571428571427
blackde01w,2,MIA,0.37433155080213903,0.7708333333333334,0.15
blackde01w,3,MIA,0.4,0.7575757575757576,0.0
blackde01w,4,CON,0.35294117647058826,0.6666666666666666,0.3333333333333333
blackde01w,5,CON,0.4642857142857143,0.75,0.0
blodgci01w,1,SAC,0.4,0.6666666666666666,0.2857142857142857
blodgci01w,2,SAC,0.4482758620689655,,0.5333333333333333
blueni01w,7,WAS,0.25925925925925924,0.8064516129032258,0.08333333333333333
blueni01w,8,WAS,0.32407407407407407,0.8378378378378378,0.2222222222222222
blueni01w,9,WAS,0.3235294117647059,0.76,0.4375
blueni01w,10,WAS,0.2916666666666667,0.7,0.3333333333333333
blueoc01w,4,HOU,0.25,0.5,
blueoc01w,5,HOU,0.38095238095238093,0.9230769230769231,0.0
bobbish01w,9,LAS,0.2755905511811024,0.7272727272727273,0.28169014084507044
bobbish01w,10,LAS,0.3058823529411765,0.8461538461538461,0.21621621621621623
boddiwh01w,10,SAC,1.0,,
boltoru01w,1,SAC,0.36141304347826086,0.7619047619047619,0.3125
boltoru01w,2,SAC,0.33796296296296297,0.6923076923076923,0.36363636363636365
boltoru01w,3,SAC,0.39556962025316456,0.7272727272727273,0.32575757575757575
boltoru01w,4,SAC,0.3142857142857143,0.7692307692307693,0.19387755102040816
boltoru01w,5,SAC,0.37012987012987014,0.7368421052631579,0.4050632911392405
bondla01w,7,CHA,0.3987341772151899,0.7402597402597403,0.21739130434782608
bondla01w,9,IND,0.28888888888888886,0.8125,0.21428571428571427
bonfisu01w,3,PHO,0.48314606741573035,0.76,0.0
bonnede01w,10,PHO,0.4568345323741007,0.8116883116883117,0.15384615384615385
bowenli01w,8,NYL,0.3,,0.5
boydca01w,2,DET,0.34328358208955223,0.9,0.3055555555555556
braxtka01w,6,DET,0.46190476190476193,0.55,0.0
braxtka01w,7,DET,0.40559440559440557,0.625,0.0
braxtka01w,8,DET,0.44680851063829785,0.6724137931034483,
braxtka01w,9,DET,0.41472868217054265,0.7431192660550459,0.0
braxtka01w,10,DET,0.527363184079602,0.6451612903225806,
brazian01w,1,CHA,0.3877551020408163,0.6842105263157895,
brazian01w,2,IND,0.43478260869565216,0.7714285714285715,0.0
bristre01w,2,CHA,0.0,,
brogami01w,1,PHO,0.5109489051094891,0.7974683544303798,0.32
brondsa01w,2,MIA,0.4127906976744186,0.8142857142857143,0.3939393939393939
brondsa01w,3,MIA,0.36466165413533835,0.8208955223880597,0.3181818181818182
brondsa01w,4,SEA,0.4148936170212766,0.8064516129032258,0.4375
brownco01w,4,IND,0.3719512195121951,0.8484848484848485,0.36
brownco01w,5,IND,0.3425925925925926,0.625,0.35714285714285715
brownco01w,6,IND,0.4,,0.4
brownco01w,7,CHI,0.2711864406779661,0.5,0.2727272727272727
browned01w,1,DET,0.35714285714285715,0.8375,0.25
browned01w,2,DET,0.36637931034482757,0.7833333333333333,0.37735849056603776
browned01w,3,DET,0.3282442748091603,0.71875,0.5
browned01w,4,PHO,0.26973684210526316,0.8181818181818182,0.0
browned01w,7,HOU,0.2,1.0,
brownki01w,3,WAS,0.34285714285714286,1.0,0.09090909090909091
brownki01w,4,WAS,0.3333333333333333,0.6666666666666666,0.30303030303030304
brownki01w,5,WAS,0.3977272727272727,0.875,0.4642857142857143
brownki01w,6,HOU,,,
brownki01w,6,WAS,0.5,,0.0
brownki01w,7,NYL,0.3,0.875,0.25
brownki01w,8,LAS,0.3939393939393939,0.875,0.45
brownki01w,8,MIN,0.2222222222222222,0.75,0.3333333333333333
brownki01w,9,LAS,0.3561643835616438,0.9117647058823529,0.34328358208955223
brownki01w,10,CON,0.3821138211382114,0.8181818181818182,0.3333333333333333
brownru01w,1,CLE,0.49732620320855614,0.8461538461538461,0.5
brownru01w,2,CLE,0.517948717948718,0.7301587301587301,1.0
brownru01w,3,CLE,0.4,0.7368421052631579,0.0
brownru01w,4,CHA,0.45689655172413796,0.8260869565217391,0.0
brumfma01w,1,MIN,0.46534653465346537,0.6904761904761905,0.1111111111111111
brumfma01w,2,MIA,0.2833333333333333,1.0,0.3333333333333333
brumfma01w,4,CHA,0.375,1.0,0.0
brungje01w,5,CON,0.3050847457627119,0.8,0.2631578947368421
brungje01w,6,CON,0.1111111111111111,,0.0
brungje01w,7,CON,,,
brunsre01w,5,SAC,0.42142857142857143,0.717391304347826,
brunsre01w,6,SAC,0.4268292682926829,0.5978260869565217,
brunsre01w,7,SAC,0.46078431372549017,0.5866666666666667,
brunsre01w,8,SAC,0.47315436241610737,0.6857142857142857,0.0
brunsre01w,9,SAC,0.5,0.6705882352941176,
brunsre01w,10,SAC,0.48627450980392156,0.7830188679245284,0.0
bullevi01w,1,WAS,0.48639455782312924,0.7142857142857143,0.3235294117647059
bullevi01w,2,WAS,0.3916083916083916,0.7291666666666666,0.296875
bullevi01w,3,WAS,0.461864406779661,0.8292682926829268,0.3958333333333333
burgean01w,2,WAS,0.3333333333333333,0.5925925925925926,0.2978723404255319
burgean01w,3,WAS,0.38613861386138615,0.7777777777777778,0.36363636363636365
burgean01w,4,WAS,0.373134328358209,0.6,0.27586206896551724
burgeli01w,1,SAC,0.2,0.6666666666666666,
burraal01w,1,POR,0.5871559633027523,0.7560975609756098,
burraal01w,2,POR,0.5301204819277109,0.5806451612903226,
burraal01w,3,POR,0.6290322580645161,0.8461538461538461,
burraal01w,4,SEA,0.4666666666666667,0.7037037037037037,
burseja01w,2,MIN,0.3333333333333333,0.75,0.0
burseja01w,3,MIN,0.37349397590361444,0.5833333333333334,0.0
burseja01w,4,MIN,0.49032258064516127,0.7714285714285715,0.0
burseja01w,5,SEA,0.42857142857142855,0.582089552238806,
burseja01w,6,SEA,0.522633744855967,0.6991869918699187,
burseja01w,7,SEA,0.5113122171945701,0.6697247706422018,1.0
burseja01w,8,SEA,0.4449760765550239,0.693069306930693,0.0
burseja01w,10,SEA,0.5103448275862069,0.7375,
buttsta01w,5,MIN,0.3,0.72,0.2702702702702703
byearla01w,1,SAC,0.5244755244755245,0.6122448979591837,0.5
byearla01w,2,LAS,0.6018099547511312,0.5769230769230769,0.3333333333333333
byearla01w,3,LAS,0.6178861788617886,0.5660377358490566,
byearla01w,4,LAS,0.4,0.7272727272727273,0.0
byearla01w,7,WAS,0.4485981308411215,0.8,
byearla01w,8,HOU,0.5909090909090909,0.5833333333333334,
byearla01w,9,HOU,0.47058823529411764,0.6666666666666666,
campbed01w,1,SEA,0.39069767441860465,0.7068965517241379,0.2653061224489796
campbed01w,2,SAC,0.3770491803278688,0.7674418604651163,0.4574468085106383
campbed01w,3,SAC,0.4,,0.0
campbed01w,4,SAC,0.4016393442622951,0.7575757575757576,0.4144144144144144
campbed01w,5,SAC,0.3815789473684211,0.0,0.41025641025641024
campbed01w,6,SAS,0.31343283582089554,1.0,0.2631578947368421
campbmi01w,1,WAS,0.4,1.0,
cantydo01w,1,DET,0.4088669950738916,0.6946564885496184,0.0
cantydo01w,2,DET,0.3626943005181347,0.7567567567567568,0.2
cantydo01w,3,DET,0.33766233766233766,0.7236842105263158,0.2
cantydo01w,4,HOU,0.3793103448275862,0.6666666666666666,0.0
cantydo01w,5,HOU,0.42,0.7083333333333334,0.0
cantydo01w,6,HOU,0.39915966386554624,0.7272727272727273,0.0
cantydo01w,7,HOU,0.5142857142857142,0.7272727272727273,0.0
cantydo01w,8,CHI,0.36099585062240663,0.7043478260869566,0.25
cantydo01w,9,CHI,0.39444444444444443,0.6693548387096774,0.16666666666666666
cantydo01w,10,CHI,0.38144329896907214,0.6890756302521008,0.36363636363636365
careyja01w,6,CON,0.3684210526315789,,0.3076923076923077
careyja01w,7,CON,0.3793103448275862,1.0,0.35
careyja01w,8,CON,0.36633663366336633,0.75,0.4507042253521127
careyja01w,9,CON,0.42342342342342343,0.9,0.40963855421686746
carsoes01w,9,NYL,0.37551020408163266,0.6739130434782609,0.27586206896551724
carsoes01w,10,NYL,0.40809968847352024,0.9166666666666666,0.3333333333333333
carteam01w,5,DET,,0.5,
carteam01w,6,NYL,0.0,,
cashsw01w,3,DET,0.40793201133144474,0.762114537444934,0.20634920634920634
cashsw01w,4,DET,0.45348837209302323,0.6822429906542056,0.3
cashsw01w,5,DET,0.46875,0.7214611872146118,0.34782608695652173
cashsw01w,6,DET,0.38095238095238093,0.65625,0.2
cashsw01w,7,DET,0.38390092879256965,0.7622377622377622,0.07692307692307693
cashsw01w,8,DET,0.41042345276872966,0.7603305785123967,0.0
cashsw01w,9,SEA,0.3890784982935154,0.7721518987341772,0.125
cashsw01w,10,SEA,0.39154929577464787,0.796875,0.3225806451612903
cassija01w,1,MIA,0.36363636363636365,0.6976744186046512,0.5
castriz01w,3,MIA,0.3333333333333333,0.68,0.058823529411764705
castriz01w,4,PHO,0.352112676056338,0.6111111111111112,0.2962962962962963
castriz01w,6,SEA,0.384297520661157,0.8082191780821918,0.3333333333333333
castriz01w,7,SEA,0.4690721649484536,0.6610169491525424,0.38461538461538464
castriz01w,8,SEA,0.4199395770392749,0.801980198019802,0.38461538461538464
castriz01w,9,ATL,0.35294117647058826,0.8135593220338984,0.30851063829787234
castriz01w,10,ATL,0.4134831460674157,0.7802197802197802,0.34507042253521125
catchta01w,3,IND,0.4191343963553531,0.8152173913043478,0.39378238341968913
catchta01w,4,IND,0.431640625,0.8469945355191257,0.387434554973822
catchta01w,5,IND,0.38461538461538464,0.8539325842696629,0.33532934131736525
catchta01w,6,IND,0.3829268292682927,0.7875647668393783,0.2845528455284553
catchta01w,7,IND,0.40703517587939697,0.8088235294117647,0.29906542056074764
catchta01w,8,IND,0.416988416988417,0.8195488721804511,0.3108108108108108
catchta01w,9,IND,0.39147286821705424,0.8,0.4318181818181818
catchta01w,10,IND,0.3857493857493858,0.8729281767955801,0.32786885245901637
caufila01w,3,UTA,0.4,1.0,0.5555555555555556
chambco01w,8,CON,,,
chanequ01w,9,CHI,0.27710843373493976,0.8333333333333334,0.24
chapmji01w,3,DET,0.37037037037037035,0.6666666666666666,0.0
choneka01w,5,WAS,0.4074074074074074,0.5454545454545454,
choneka01w,6,WAS,0.42857142857142855,0.6666666666666666,
choneka01w,7,SEA,0.0,,
chriska01w,3,PHO,0.5052631578947369,0.6857142857142857,0.0
chriska01w,4,PHO,0.484472049689441,0.6024096385542169,
chriska01w,5,PHO,0.3877551020408163,0.631578947368421,
chriska01w,6,PHO,0.4666666666666667,0.5714285714285714,
chriska01w,7,HOU,0.5,1.0,
chriska01w,7,PHO,0.16666666666666666,0.5,
chriska01w,8,CHI,0.4166666666666667,0.4444444444444444,
chrissh01w,5,NYL,0.3544973544973545,0.6470588235294118,0.2926829268292683
chrissh01w,6,NYL,0.4111111111111111,0.8552631578947368,0.2696629213483146
chrissh01w,7,NYL,0.39080459770114945,0.825,0.3333333333333333
chrissh01w,8,NYL,0.3597560975609756,0.7948717948717948,0.3277310924369748
chrissh01w,9,NYL,0.3974025974025974,0.8283582089552238,0.4057142857142857
chrissh01w,10,NYL,0.402088772845953,0.8648648648648649,0.38235294117647056
cironkr01w,10,CON,0.4,0.6666666666666666,0.3333333333333333
clearmi01w,1,PHO,0.3111111111111111,0.7037037037037037,0.3333333333333333
clearmi01w,2,PHO,0.0,1.0,0.0
clinest01w,1,SAC,0.3508771929824561,0.8235294117647058,0.2926829268292683
clinest01w,2,SAC,0.2857142857142857,,0.2
clinest01w,3,DET,0.38095238095238093,0.8333333333333334,0.4
coggicl01w,8,CHI,0.24675324675324675,0.25,0.2
cokermo01w,5,LAS,1.0,,1.0
colemco01w,4,CON,0.55,0.4666666666666667,
colemma01w,10,WAS,0.33962264150943394,0.7555555555555555,0.3625
colleka01w,1,MIA,0.3515358361774744,0.7571428571428571,0.23809523809523808
colleka01w,2,MIA,0.2564102564102564,0.6,0.0
consuca01w,2,UTA,0.0,0.5,0.0
coopeca01w,2,NYL,0.6666666666666666,0.7692307692307693,
coopeca01w,3,NYL,0.39285714285714285,0.625,
coopecy01w,1,HOU,0.45918367346938777,0.875,0.35537190082644626
coopecy01w,4,HOU,0.42105263157894735,0.8928571428571429,0.3888888888888889
crawlsy01w,1,POR,0.4798657718120805,0.696078431372549,0.0
crawlsy01w,2,POR,0.449438202247191,0.7662337662337663,0.0
crawlsy01w,3,POR,0.4014084507042254,0.6984126984126984,0.4117647058823529
crawlsy01w,4,SAS,0.38461538461538464,0.6818181818181818,
crockda01w,3,UTA,0.35714285714285715,0.75,0.0
crockwi01w,9,PHO,0.375,0.6,
cronika01w,7,CHI,0.3,0.2857142857142857,0.3076923076923077
cunnibe01w,1,WAS,0.25,0.8421052631578947,0.24324324324324326
cunnida01w,3,ORL,0.0,,
currimo01w,7,CHA,0.3320610687022901,0.8097826086956522,0.2909090909090909
currimo01w,8,CHI,0.2962962962962963,0.7333333333333333,0.18181818181818182
currimo01w,8,WAS,0.45794392523364486,0.7905405405405406,0.4
currimo01w,9,WAS,0.40059347181008903,0.8257575757575758,0.375
currimo01w,10,WAS,0.35944700460829493,0.8031496062992126,0.38461538461538464
curryed01w,4,PHO,0.37142857142857144,0.6666666666666666,0.22727272727272727
curryed01w,6,LAS,0.30434782608695654,0.5,0.375
dalesst01w,3,WAS,0.4043478260869565,0.74,0.3944954128440367
dalesst01w,4,WAS,0.40939597315436244,0.7090909090909091,0.35625
dalesst01w,5,WAS,0.3815789473684211,0.7272727272727273,0.33613445378151263
dalesst01w,7,CHI,0.35374149659863946,0.6956521739130435,0.30864197530864196
dalesst01w,8,CHI,0.3471337579617834,0.8461538461538461,0.3383084577114428
daleygr01w,1,MIN,0.3877551020408163,0.6461538461538462,0.30357142857142855
daleygr01w,2,NYL,0.47619047619047616,0.5555555555555556,0.0
daleygr01w,3,HOU,0.43243243243243246,0.6170212765957447,0.25
daleygr01w,4,PHO,0.2,,0.0
darlihe01w,1,CLE,0.31333333333333335,0.7384615384615385,0.34210526315789475
darlihe01w,2,CLE,0.35542168674698793,0.7638888888888888,0.32857142857142857
darlihe01w,4,CLE,0.3076923076923077,0.7317073170731707,0.323943661971831
darlihe01w,5,MIN,0.33076923076923076,0.6666666666666666,0.21818181818181817
darlihe01w,6,CHA,0.3068181818181818,0.7413793103448276,0.3125
darlihe01w,7,CHA,0.3695652173913043,0.6909090909090909,0.3829787234042553
darlihe01w,8,SAS,0.38333333333333336,0.7714285714285715,0.36585365853658536
darlihe01w,9,SAS,0.2682926829268293,0.7894736842105263,0.2
darlihe01w,10,SAS,0.24770642201834864,0.6727272727272727,0.29545454545454547
davenje01w,8,NYL,0.44525547445255476,0.8181818181818182,0.0
davenje01w,9,NYL,0.4745762711864407,0.6,
davenje01w,10,IND,0.5272727272727272,0.7,
davisbr01w,7,LAS,0.2641509433962264,0.6,0.21212121212121213
davisde01w,8,HOU,0.3333333333333333,,0.6666666666666666
davista02w,10,DET,0.2,0.0,0.0
deforan01w,1,DET,0.40476190476190477,0.78125,0.32142857142857145
deforan01w,4,PHO,0.4117647058823529,0.7246376811594203,0.41216216216216217
deforan01w,5,PHO,0.4166666666666667,0.8627450980392157,0.3867403314917127
deforan01w,6,PHO,0.3901098901098901,0.85,0.3263888888888889
deforan01w,7,IND,0.3929712460063898,0.8181818181818182,0.3779527559055118
deforan01w,8,IND,0.417910447761194,0.90625,0.4095238095238095
deforan01w,9,MIN,0.39114391143911437,0.7631578947368421,0.3643410852713178
deforan01w,10,DET,0.2777777777777778,,0.0
derevje01w,5,CON,0.2692307692307692,1.0,0.25
derevje01w,6,CON,0.36363636363636365,0.4375,0.14285714285714285
derevje01w,7,PHO,0.5066666666666667,0.6153846153846154,0.26666666666666666
derevje01w,8,PHO,0.43333333333333335,0.8181818181818182,0.1
derevje01w,9,PHO,0.2631578947368421,0.75,0.125
desouer01w,3,LAS,0.35714285714285715,0.2,
desouer01w,8,CON,0.5338983050847458,0.47619047619047616,
desouer01w,9,ATL,0.5853658536585366,0.6153846153846154,
desouer01w,10,ATL,0.5279503105590062,0.6526315789473685,
dickeke01w,1,MIN,0.38028169014084506,0.7555555555555555,0.0
dickeke01w,2,UTA,,0.0,
dillata01w,4,SAS,0.24615384615384617,0.8333333333333334,0.17391304347826086
dillata01w,5,SAS,0.2962962962962963,0.0,0.2777777777777778
dillata01w,6,SAS,0.25,0.25,0.0
dixonta01w,1,LAS,0.4536082474226804,0.8051948051948052,0.35294117647058826
dixonta01w,2,LAS,0.4169278996865204,0.7906976744186046,0.17647058823529413
dixonta01w,3,LAS,0.390625,0.8305084745762712,0.3508771929824561
dixonta01w,4,LAS,0.4368131868131868,0.8829787234042553,0.21153846153846154
dixonta01w,5,LAS,0.4423791821561338,0.7816091954022989,0.45454545454545453
dixonta01w,6,LAS,0.4090909090909091,0.85,0.0
dixonta01w,7,HOU,0.40350877192982454,0.8214285714285714,0.1111111111111111
dixonta01w,8,HOU,0.43902439024390244,0.8611111111111112,0.29411764705882354
dixonta01w,9,HOU,0.40271493212669685,0.8571428571428571,0.15384615384615385
dixonta01w,10,IND,0.41044776119402987,0.8571428571428571,0.4
donapbe01w,4,NYL,,,
donapbe01w,5,NYL,0.46226415094339623,0.5409836065573771,
doronsh01w,8,NYL,0.36363636363636365,0.5,1.0
dossaci01w,1,ORL,0.42342342342342343,0.7017543859649122,0.0
dossaci01w,2,ORL,0.3684210526315789,0.8333333333333334,
dossaci01w,3,ORL,0.49056603773584906,0.782608695652174,0.0
douglka01w,2,ORL,0.3617021276595745,0.723404255319149,0.3157894736842105
douglka01w,3,ORL,0.44878048780487806,0.8656716417910447,0.3670886075949367
douglka01w,4,CON,0.43795620437956206,0.7205882352941176,0.3821138211382114
douglka01w,5,CON,0.3894080996884735,0.7922077922077922,0.3464052287581699
douglka01w,6,CON,0.4131944444444444,0.7735849056603774,0.2818181818181818
douglka01w,7,CON,0.4430693069306931,0.8392857142857143,0.42196531791907516
douglka01w,8,CON,0.42768595041322316,0.7786885245901639,0.3383084577114428
douglka01w,9,IND,0.37117903930131,0.7986577181208053,0.32386363636363635
douglka01w,10,IND,0.4095860566448802,0.860655737704918,0.3492063492063492
duffyme01w,7,MIN,0.358695652173913,0.6923076923076923,0.32432432432432434
duffyme01w,8,MIN,0.1111111111111111,1.0,0.125
duffyme01w,9,NYL,0.3333333333333333,1.0,0.25
dupreca01w,7,CHI,0.457002457002457,0.7786885245901639,0.0
dupreca01w,8,CHI,0.445859872611465,0.775,0.0
dupreca01w,9,CHI,0.45714285714285713,0.7796610169491526,0.14285714285714285
dupreca01w,10,CHI,0.42857142857142855,0.7846153846153846,0.3870967741935484
dydekma01w,1,UTA,0.4449152542372881,0.7961165048543689,0.14285714285714285
